Cliente;Motorista;Data Emissão Pedido;Data Entrega Prevista;Destino;Itens;R$ Faturados;Saída para Entrega; Qtd Devolução;Mot. Devolução;Status - OTD;OCT Real;OCT Prometido;Lead Time Interno Total;LTI Conformidade;Transit Time / Last Mile;TT Conformidade;Lead Time Variance Completo / Desvio de SLA;OTIF;OTIF MOTIVOS E MOTORISTAS ENTREGA PERFEITA;OTIF Financeiro
WALMART;MARCOS LEROY;29/09/2020;09/10/2020;RJ;5;80,5;01/10/2020;2;Danificado;Atrasado;18;10;2;Processo dentro do prazo;16;Excedeu Processo;8 dias Entregue Atrasado;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
CASAS BAHIA;MARCOS LEROY;29/09/2020;09/10/2020;SP;5;82;10/10/2020;1;Danificado;Atrasado;16;10;11;Excedeu Processo;5;Processo dentro do prazo;6 dias Entregue Atrasado;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
WALMART;MARCOS LEROY;29/09/2020;09/10/2020;SP;3;50,1;12/10/2020;3;Danificado;Atrasado;14;10;13;Excedeu Processo;1;Processo dentro do prazo;4 dias Entregue Atrasado;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
AMERICANAS;MARCOS LEROY;29/09/2020;09/10/2020;RJ;20;978;01/10/2020;19;Produto Errado;No Prazo;10;10;2;Processo dentro do prazo;8;Excedeu Processo; No Prazo Exato (OnTime);Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
WALMART;LUIZ PARDAL;29/09/2020;09/10/2020;BH;11;173,8;01/10/2020;0;S/ Devolu.;No Prazo;9;10;2;Processo dentro do prazo;7;Excedeu Processo;1 dia Entregue Antes do Prazo;Satisfeito;LUIZ PARDAL;Satisfeito sem prejuízo financeiro
AMERICANAS;LUIZ PARDAL;29/09/2020;09/10/2020;RJ;18;284,4;16/10/2020;3;Arrependimento;Atrasado;18;10;17;Excedeu Processo;1;Processo dentro do prazo;8 dias Entregue Atrasado;Insatisfeito;Arrependimento;Insatisfeito com prejuízo financeiro
WALMART;LUIZ PARDAL;29/09/2020;09/10/2020;BH;17;557,6;02/10/2020;3;Produto Errado;No Prazo;5;10;3;Processo dentro do prazo;2;Processo dentro do prazo;5 dias Entregue Antes do Prazo;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
MAGAZINE LUIZA;LUIZ PARDAL;29/09/2020;09/10/2020;BH;20;664;07/10/2020;2;Produto Errado;No Prazo;10;10;8;Excedeu Processo;2;Processo dentro do prazo; No Prazo Exato (OnTime);Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
MAGAZINE LUIZA;LUIZ PARDAL;29/09/2020;09/10/2020;RJ;10;474;30/09/2020;2;Danificado;Atrasado;12;10;1;Processo dentro do prazo;11;Excedeu Processo;2 dias Entregue Atrasado;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
MAGAZINE LUIZA;LUIZ PARDAL;29/09/2020;09/10/2020;SP;6;94,2;06/10/2020;2;Produto Errado;Atrasado;14;10;7;Excedeu Processo;7;Excedeu Processo;4 dias Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
WALMART;JOÃO GOMES;29/09/2020;09/10/2020;RJ;19;298,3;01/10/2020;14;Produto Errado;Atrasado;12;10;2;Processo dentro do prazo;10;Excedeu Processo;2 dias Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
CASAS BAHIA;LUIZ PARDAL;29/09/2020;09/10/2020;BH;10;450;06/10/2020;0;S/ Devolu.;No Prazo;10;10;7;Excedeu Processo;3;Processo dentro do prazo; No Prazo Exato (OnTime);Satisfeito;LUIZ PARDAL;Satisfeito sem prejuízo financeiro
MAGAZINE LUIZA;LUIZ PARDAL;29/09/2020;09/10/2020;RJ;11;365,2;11/10/2020;3;Produto Errado;Atrasado;16;10;12;Excedeu Processo;4;Processo dentro do prazo;6 dias Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
WALMART;VALDIR ESPINOSA;29/09/2020;09/10/2020;RJ;15;232,5;01/10/2020;2;Arrependimento;No Prazo;8;10;2;Processo dentro do prazo;6;Excedeu Processo;2 dias Entregue Antes do Prazo;Insatisfeito;Arrependimento;Insatisfeito com prejuízo financeiro
AMERICANAS;VALDIR ESPINOSA;29/09/2020;09/10/2020;BH;9;152,1;11/10/2020;3;Danificado;Atrasado;15;10;12;Excedeu Processo;3;Processo dentro do prazo;5 dias Entregue Atrasado;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
MAGAZINE LUIZA;VALDIR ESPINOSA;29/09/2020;09/10/2020;BH;8;134,4;08/10/2020;2;Produto Errado;Atrasado;13;10;9;Excedeu Processo;4;Processo dentro do prazo;3 dias Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
CASAS BAHIA;VALDIR ESPINOSA;29/09/2020;09/10/2020;SP;14;229,6;02/10/2020;0;S/ Devolu.;Atrasado;13;10;3;Processo dentro do prazo;10;Excedeu Processo;3 dias Entregue Atrasado;Insatisfeito;3 dias Entregue Atrasado;Insatisfeito sem prejuízo financeiro
WALMART;FELIPE SILVA;29/09/2020;09/10/2020;RJ;2;99;13/10/2020;2;Produto Errado;Atrasado;18;10;14;Excedeu Processo;4;Processo dentro do prazo;8 dias Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
WALMART;FELIPE SILVA;29/09/2020;09/10/2020;SP;10;332;06/10/2020;2;Produto Errado;No Prazo;10;10;7;Excedeu Processo;3;Processo dentro do prazo; No Prazo Exato (OnTime);Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
WALMART;VALDIR ESPINOSA;29/09/2020;09/10/2020;SP;17;266,9;07/10/2020;0;S/ Devolu.;Atrasado;11;10;8;Excedeu Processo;3;Processo dentro do prazo;1 dia Entregue Atrasado;Insatisfeito;1 dia Entregue Atrasado;Insatisfeito sem prejuízo financeiro
MAGAZINE LUIZA;JOÃO GOMES;30/09/2020;10/10/2020;SP;15;480;14/10/2020;3;Danificado;Atrasado;16;10;14;Excedeu Processo;2;Processo dentro do prazo;6 dias Entregue Atrasado;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
WALMART;FELIPE SILVA;30/09/2020;10/10/2020;RJ;5;85;08/10/2020;1;Produto Errado;Atrasado;16;10;8;Excedeu Processo;8;Excedeu Processo;6 dias Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
WALMART;VALDIR ESPINOSA;30/09/2020;10/10/2020;SP;11;541,2;05/10/2020;0;S/ Devolu.;Atrasado;16;10;5;Processo dentro do prazo;11;Excedeu Processo;6 dias Entregue Atrasado;Insatisfeito;6 dias Entregue Atrasado;Insatisfeito sem prejuízo financeiro
MAGAZINE LUIZA;MARCOS LEROY;30/09/2020;10/10/2020;SP;16;772,8;15/10/2020;2;Danificado;Atrasado;17;10;15;Excedeu Processo;2;Processo dentro do prazo;7 dias Entregue Atrasado;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
WALMART;VALDIR ESPINOSA;30/09/2020;10/10/2020;SP;19;630,8;06/10/2020;1;Produto Errado;No Prazo;9;10;6;Excedeu Processo;3;Processo dentro do prazo;1 dia Entregue Antes do Prazo;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
WALMART;FELIPE SILVA;30/09/2020;10/10/2020;RJ;14;684,6;08/10/2020;3;Produto Errado;Atrasado;15;10;8;Excedeu Processo;7;Excedeu Processo;5 dias Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
MAGAZINE LUIZA;LUIZ PARDAL;30/09/2020;10/10/2020;SP;20;620;09/10/2020;1;Produto Errado;Atrasado;11;10;9;Excedeu Processo;2;Processo dentro do prazo;1 dia Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
MAGAZINE LUIZA;LUIZ PARDAL;30/09/2020;10/10/2020;RJ;18;869,4;10/10/2020;1;Produto Errado;Atrasado;14;10;10;Excedeu Processo;4;Processo dentro do prazo;4 dias Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
MAGAZINE LUIZA;TÚLIO SILVEIRA;30/09/2020;10/10/2020;SP;10;318;18/10/2020;2;Danificado;Atrasado;19;10;18;Excedeu Processo;1;Processo dentro do prazo;9 dias Entregue Atrasado;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
AMERICANAS;TÚLIO SILVEIRA;30/09/2020;10/10/2020;RJ;14;459,2;01/10/2020;4;Produto Errado;Atrasado;14;10;1;Processo dentro do prazo;13;Excedeu Processo;4 dias Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
AMERICANAS;TÚLIO SILVEIRA;30/09/2020;10/10/2020;BH;2;31,6;11/10/2020;1;Arrependimento;Atrasado;12;10;11;Excedeu Processo;1;Processo dentro do prazo;2 dias Entregue Atrasado;Insatisfeito;Arrependimento;Insatisfeito com prejuízo financeiro
CASAS BAHIA;VALDIR ESPINOSA;30/09/2020;10/10/2020;RJ;17;856,8;04/10/2020;0;S/ Devolu.;Atrasado;12;10;4;Processo dentro do prazo;8;Excedeu Processo;2 dias Entregue Atrasado;Insatisfeito;2 dias Entregue Atrasado;Insatisfeito sem prejuízo financeiro
WALMART;MARCOS LEROY;30/09/2020;10/10/2020;RJ;10;159;02/10/2020;4;Danificado;No Prazo;6;10;2;Processo dentro do prazo;4;Processo dentro do prazo;4 dias Entregue Antes do Prazo;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
CASAS BAHIA;TÚLIO SILVEIRA;30/09/2020;10/10/2020;BH;13;416;02/10/2020;3;Danificado;No Prazo;5;10;2;Processo dentro do prazo;3;Processo dentro do prazo;5 dias Entregue Antes do Prazo;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
WALMART;TÚLIO SILVEIRA;30/09/2020;10/10/2020;RJ;20;600;10/10/2020;2;Produto Errado;Atrasado;18;10;10;Excedeu Processo;8;Excedeu Processo;8 dias Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
WALMART;TÚLIO SILVEIRA;30/09/2020;10/10/2020;BH;3;98,4;16/10/2020;0;S/ Devolu.;Atrasado;18;10;16;Excedeu Processo;2;Processo dentro do prazo;8 dias Entregue Atrasado;Insatisfeito;8 dias Entregue Atrasado;Insatisfeito sem prejuízo financeiro
WALMART;TÚLIO SILVEIRA;30/09/2020;10/10/2020;SP;2;90;02/10/2020;1;Arrependimento;Atrasado;12;10;2;Processo dentro do prazo;10;Excedeu Processo;2 dias Entregue Atrasado;Insatisfeito;Arrependimento;Insatisfeito com prejuízo financeiro
WALMART;VALDIR ESPINOSA;01/10/2020;11/10/2020;RJ;15;241,5;12/10/2020;2;Produto Errado;Atrasado;13;10;11;Excedeu Processo;2;Processo dentro do prazo;3 dias Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
WALMART;JOÃO GOMES;01/10/2020;11/10/2020;RJ;7;346,5;05/10/2020;5;Danificado;Atrasado;11;10;4;Processo dentro do prazo;7;Excedeu Processo;1 dia Entregue Atrasado;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
MAGAZINE LUIZA;TÚLIO SILVEIRA;01/10/2020;11/10/2020;BH;3;48,9;12/10/2020;1;Danificado;Atrasado;12;10;11;Excedeu Processo;1;Processo dentro do prazo;2 dias Entregue Atrasado;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
WALMART;FELIPE SILVA;01/10/2020;11/10/2020;BH;12;386,4;03/10/2020;3;Danificado;Atrasado;14;10;2;Processo dentro do prazo;12;Excedeu Processo;4 dias Entregue Atrasado;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
CASAS BAHIA;FELIPE SILVA;01/10/2020;11/10/2020;RJ;1;16,7;04/10/2020;0;S/ Devolu.;No Prazo;7;10;3;Processo dentro do prazo;4;Processo dentro do prazo;3 dias Entregue Antes do Prazo;Satisfeito;FELIPE SILVA;Satisfeito sem prejuízo financeiro
WALMART;FELIPE SILVA;01/10/2020;11/10/2020;BH;5;158;13/10/2020;0;S/ Devolu.;Atrasado;15;10;12;Excedeu Processo;3;Processo dentro do prazo;5 dias Entregue Atrasado;Insatisfeito;5 dias Entregue Atrasado;Insatisfeito sem prejuízo financeiro
WALMART;VALDIR ESPINOSA;01/10/2020;11/10/2020;SP;7;350,7;05/10/2020;2;Danificado;Atrasado;11;10;4;Processo dentro do prazo;7;Excedeu Processo;1 dia Entregue Atrasado;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
WALMART;VALDIR ESPINOSA;01/10/2020;11/10/2020;BH;5;79,5;06/10/2020;0;S/ Devolu.;No Prazo;10;10;5;Processo dentro do prazo;5;Processo dentro do prazo; No Prazo Exato (OnTime);Satisfeito;VALDIR ESPINOSA;Satisfeito sem prejuízo financeiro
MAGAZINE LUIZA;FELIPE SILVA;01/10/2020;11/10/2020;SP;16;505,6;03/10/2020;4;Produto Errado;Atrasado;17;10;2;Processo dentro do prazo;15;Excedeu Processo;7 dias Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
CASAS BAHIA;JOÃO GOMES;01/10/2020;11/10/2020;RJ;15;238,5;04/10/2020;14;Danificado;Atrasado;15;10;3;Processo dentro do prazo;12;Excedeu Processo;5 dias Entregue Atrasado;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
WALMART;JOÃO GOMES;01/10/2020;11/10/2020;SP;18;874,8;04/10/2020;14;Danificado;No Prazo;6;10;3;Processo dentro do prazo;3;Processo dentro do prazo;4 dias Entregue Antes do Prazo;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
CASAS BAHIA;MARCOS LEROY;01/10/2020;11/10/2020;BH;20;676;06/10/2020;13;Produto Errado;Atrasado;15;10;5;Processo dentro do prazo;10;Excedeu Processo;5 dias Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
CASAS BAHIA;MARCOS LEROY;01/10/2020;11/10/2020;SP;8;128,8;02/10/2020;1;Danificado;Atrasado;11;10;1;Processo dentro do prazo;10;Excedeu Processo;1 dia Entregue Atrasado;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
WALMART;MARCOS LEROY;01/10/2020;11/10/2020;SP;17;277,1;05/10/2020;16;Danificado;Atrasado;13;10;4;Processo dentro do prazo;9;Excedeu Processo;3 dias Entregue Atrasado;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
WALMART;MARCOS LEROY;01/10/2020;11/10/2020;RJ;9;405;03/10/2020;1;Produto Errado;No Prazo;7;10;2;Processo dentro do prazo;5;Processo dentro do prazo;3 dias Entregue Antes do Prazo;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
CASAS BAHIA;TÚLIO SILVEIRA;02/10/2020;12/10/2020;RJ;18;918;03/10/2020;4;Danificado;No Prazo;4;10;1;Processo dentro do prazo;3;Processo dentro do prazo;6 dias Entregue Antes do Prazo;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
MAGAZINE LUIZA;JOÃO GOMES;02/10/2020;12/10/2020;RJ;2;32,4;10/10/2020;0;S/ Devolu.;Atrasado;13;10;8;Excedeu Processo;5;Processo dentro do prazo;3 dias Entregue Atrasado;Insatisfeito;3 dias Entregue Atrasado;Insatisfeito sem prejuízo financeiro
WALMART;TÚLIO SILVEIRA;02/10/2020;12/10/2020;SP;9;143,1;04/10/2020;0;S/ Devolu.;Atrasado;12;10;2;Processo dentro do prazo;10;Excedeu Processo;2 dias Entregue Atrasado;Insatisfeito;2 dias Entregue Atrasado;Insatisfeito sem prejuízo financeiro
MAGAZINE LUIZA;FELIPE SILVA;02/10/2020;12/10/2020;SP;1;16,6;08/10/2020;1;Produto Errado;No Prazo;9;10;6;Excedeu Processo;3;Processo dentro do prazo;1 dia Entregue Antes do Prazo;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
CASAS BAHIA;FELIPE SILVA;02/10/2020;12/10/2020;RJ;13;403;07/10/2020;1;Danificado;Atrasado;16;10;5;Processo dentro do prazo;11;Excedeu Processo;6 dias Entregue Atrasado;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
CASAS BAHIA;FELIPE SILVA;02/10/2020;12/10/2020;SP;9;151,2;05/10/2020;1;Danificado;Atrasado;13;10;3;Processo dentro do prazo;10;Excedeu Processo;3 dias Entregue Atrasado;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
AMERICANAS;MARCOS LEROY;02/10/2020;12/10/2020;SP;3;147,6;09/10/2020;1;Produto Errado;Atrasado;14;10;7;Excedeu Processo;7;Excedeu Processo;4 dias Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
MAGAZINE LUIZA;FELIPE SILVA;02/10/2020;12/10/2020;SP;17;283,9;16/10/2020;0;S/ Devolu.;Atrasado;16;10;14;Excedeu Processo;2;Processo dentro do prazo;6 dias Entregue Atrasado;Insatisfeito;6 dias Entregue Atrasado;Insatisfeito sem prejuízo financeiro
MAGAZINE LUIZA;FELIPE SILVA;02/10/2020;12/10/2020;BH;2;93,6;13/10/2020;0;S/ Devolu.;Atrasado;14;10;11;Excedeu Processo;3;Processo dentro do prazo;4 dias Entregue Atrasado;Insatisfeito;4 dias Entregue Atrasado;Insatisfeito sem prejuízo financeiro
WALMART;FELIPE SILVA;02/10/2020;12/10/2020;RJ;1;31;10/10/2020;0;S/ Devolu.;No Prazo;9;10;8;Excedeu Processo;1;Processo dentro do prazo;1 dia Entregue Antes do Prazo;Satisfeito;FELIPE SILVA;Satisfeito sem prejuízo financeiro
CASAS BAHIA;FELIPE SILVA;02/10/2020;12/10/2020;BH;15;702;13/10/2020;3;Produto Errado;Atrasado;19;10;11;Excedeu Processo;8;Excedeu Processo;9 dias Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
CASAS BAHIA;MARCOS LEROY;02/10/2020;12/10/2020;SP;17;255;08/10/2020;3;Danificado;Atrasado;17;10;6;Excedeu Processo;11;Excedeu Processo;7 dias Entregue Atrasado;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
MAGAZINE LUIZA;MARCOS LEROY;02/10/2020;12/10/2020;BH;1;50,1;10/10/2020;5;Danificado;Atrasado;12;10;8;Excedeu Processo;4;Processo dentro do prazo;2 dias Entregue Atrasado;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
CASAS BAHIA;MARCOS LEROY;02/10/2020;12/10/2020;SP;14;236,6;08/10/2020;12;Danificado;Atrasado;14;10;6;Excedeu Processo;8;Excedeu Processo;4 dias Entregue Atrasado;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
WALMART;MARCOS LEROY;02/10/2020;12/10/2020;RJ;1;31,8;05/10/2020;6;Produto Errado;Atrasado;15;10;3;Processo dentro do prazo;12;Excedeu Processo;5 dias Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
WALMART;MARCOS LEROY;02/10/2020;12/10/2020;SP;1;31,6;04/10/2020;1;Produto Errado;No Prazo;6;10;2;Processo dentro do prazo;4;Processo dentro do prazo;4 dias Entregue Antes do Prazo;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
CASAS BAHIA;MARCOS LEROY;02/10/2020;12/10/2020;SP;19;929,1;04/10/2020;7;Danificado;Atrasado;14;10;2;Processo dentro do prazo;12;Excedeu Processo;4 dias Entregue Atrasado;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
MAGAZINE LUIZA;FELIPE SILVA;02/10/2020;12/10/2020;SP;19;307,8;07/10/2020;0;S/ Devolu.;Atrasado;16;10;5;Processo dentro do prazo;11;Excedeu Processo;6 dias Entregue Atrasado;Insatisfeito;6 dias Entregue Atrasado;Insatisfeito sem prejuízo financeiro
CASAS BAHIA;FELIPE SILVA;02/10/2020;12/10/2020;BH;16;768;12/10/2020;1;Produto Errado;Atrasado;11;10;10;Excedeu Processo;1;Processo dentro do prazo;1 dia Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
MAGAZINE LUIZA;VALDIR ESPINOSA;02/10/2020;12/10/2020;SP;6;270;06/10/2020;1;Danificado;Atrasado;11;10;4;Processo dentro do prazo;7;Excedeu Processo;1 dia Entregue Atrasado;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
WALMART;VALDIR ESPINOSA;02/10/2020;12/10/2020;SP;5;232,5;04/10/2020;0;S/ Devolu.;No Prazo;5;10;2;Processo dentro do prazo;3;Processo dentro do prazo;5 dias Entregue Antes do Prazo;Satisfeito;VALDIR ESPINOSA;Satisfeito sem prejuízo financeiro
WALMART;LUIZ PARDAL;03/10/2020;13/10/2020;BH;7;346,5;08/10/2020;0;S/ Devolu.;Atrasado;13;10;5;Processo dentro do prazo;8;Excedeu Processo;3 dias Entregue Atrasado;Insatisfeito;3 dias Entregue Atrasado;Insatisfeito sem prejuízo financeiro
CASAS BAHIA;FELIPE SILVA;03/10/2020;13/10/2020;SP;7;340,2;06/10/2020;1;Produto Errado;Atrasado;15;10;3;Processo dentro do prazo;12;Excedeu Processo;5 dias Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
WALMART;TÚLIO SILVEIRA;03/10/2020;13/10/2020;RJ;19;951,9;09/10/2020;1;Produto Errado;Atrasado;13;10;6;Excedeu Processo;7;Excedeu Processo;3 dias Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
AMERICANAS;TÚLIO SILVEIRA;03/10/2020;13/10/2020;SP;9;432;14/10/2020;1;Danificado;Atrasado;12;10;11;Excedeu Processo;1;Processo dentro do prazo;2 dias Entregue Atrasado;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
CASAS BAHIA;VALDIR ESPINOSA;03/10/2020;13/10/2020;RJ;5;80;16/10/2020;4;Produto Errado;Atrasado;17;10;13;Excedeu Processo;4;Processo dentro do prazo;7 dias Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
MAGAZINE LUIZA;VALDIR ESPINOSA;03/10/2020;13/10/2020;SP;15;486;10/10/2020;3;Danificado;Atrasado;19;10;7;Excedeu Processo;12;Excedeu Processo;9 dias Entregue Atrasado;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
WALMART;VALDIR ESPINOSA;03/10/2020;13/10/2020;SP;2;93;17/10/2020;2;Produto Errado;Atrasado;15;10;14;Excedeu Processo;1;Processo dentro do prazo;5 dias Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
AMERICANAS;VALDIR ESPINOSA;03/10/2020;13/10/2020;BH;2;93;10/10/2020;2;Danificado;Atrasado;19;10;7;Excedeu Processo;12;Excedeu Processo;9 dias Entregue Atrasado;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
WALMART;LUIZ PARDAL;03/10/2020;13/10/2020;BH;14;476;15/10/2020;3;Danificado;Atrasado;13;10;12;Excedeu Processo;1;Processo dentro do prazo;3 dias Entregue Atrasado;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
AMERICANAS;LUIZ PARDAL;03/10/2020;13/10/2020;RJ;9;282,6;10/10/2020;2;Danificado;Atrasado;13;10;7;Excedeu Processo;6;Excedeu Processo;3 dias Entregue Atrasado;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
WALMART;FELIPE SILVA;03/10/2020;13/10/2020;RJ;17;265,2;11/10/2020;0;S/ Devolu.;Atrasado;13;10;8;Excedeu Processo;5;Processo dentro do prazo;3 dias Entregue Atrasado;Insatisfeito;3 dias Entregue Atrasado;Insatisfeito sem prejuízo financeiro
MAGAZINE LUIZA;FELIPE SILVA;03/10/2020;13/10/2020;RJ;10;330;06/10/2020;2;Danificado;No Prazo;6;10;3;Processo dentro do prazo;3;Processo dentro do prazo;4 dias Entregue Antes do Prazo;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
WALMART;FELIPE SILVA;03/10/2020;13/10/2020;SP;17;795,6;12/10/2020;1;Produto Errado;Atrasado;17;10;9;Excedeu Processo;8;Excedeu Processo;7 dias Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
MAGAZINE LUIZA;FELIPE SILVA;03/10/2020;13/10/2020;RJ;8;129,6;15/10/2020;2;Danificado;Atrasado;18;10;12;Excedeu Processo;6;Excedeu Processo;8 dias Entregue Atrasado;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
CASAS BAHIA;VALDIR ESPINOSA;04/10/2020;14/10/2020;BH;17;282,2;08/10/2020;0;S/ Devolu.;Atrasado;13;10;4;Processo dentro do prazo;9;Excedeu Processo;3 dias Entregue Atrasado;Insatisfeito;3 dias Entregue Atrasado;Insatisfeito sem prejuízo financeiro
WALMART;MARCOS LEROY;04/10/2020;14/10/2020;BH;14;688,8;07/10/2020;1;Danificado;Atrasado;18;10;3;Processo dentro do prazo;15;Excedeu Processo;8 dias Entregue Atrasado;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
MAGAZINE LUIZA;FELIPE SILVA;04/10/2020;14/10/2020;BH;12;572,4;12/10/2020;1;Produto Errado;Atrasado;14;10;8;Excedeu Processo;6;Excedeu Processo;4 dias Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
WALMART;FELIPE SILVA;04/10/2020;14/10/2020;SP;6;98,4;09/10/2020;0;S/ Devolu.;No Prazo;8;10;5;Processo dentro do prazo;3;Processo dentro do prazo;2 dias Entregue Antes do Prazo;Satisfeito;FELIPE SILVA;Satisfeito sem prejuízo financeiro
CASAS BAHIA;FELIPE SILVA;04/10/2020;14/10/2020;RJ;16;259,2;06/10/2020;0;S/ Devolu.;No Prazo;6;10;2;Processo dentro do prazo;4;Processo dentro do prazo;4 dias Entregue Antes do Prazo;Satisfeito;FELIPE SILVA;Satisfeito sem prejuízo financeiro
WALMART;VALDIR ESPINOSA;04/10/2020;14/10/2020;BH;17;510;09/10/2020;3;Produto Errado;Atrasado;15;10;5;Processo dentro do prazo;10;Excedeu Processo;5 dias Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
AMERICANAS;VALDIR ESPINOSA;04/10/2020;14/10/2020;SP;3;102;06/10/2020;3;Arrependimento;Atrasado;14;10;2;Processo dentro do prazo;12;Excedeu Processo;4 dias Entregue Atrasado;Insatisfeito;Arrependimento;Insatisfeito com prejuízo financeiro
